LINE TYPE,CHARGE CODE/ PACKAGE,CHARGE DESCRIPTION,DRG,CPT,HCPCS,MODIFIER,REV CODE,NDC,GROSS CHARGES,SELF PAY CASH PRICE,MIN NEGOTIATED RATE,MAX NEGOTIATED RATE,Aetna US Healthcare PPO/POS Out Net IP Rate,Aetna US Healthcare PPO/POS Out Net OP Rate,  Anaheim Memorial Medical Center HMO/POS/PPO IP Rate,  Anaheim Memorial Medical Center HMO/POS/PPO OP Rate,  Beech Street PPO IP Rate,  Beech Street PPO OP Rate,Blue Cross of California HMO/POS In Net IP Rate,Blue Cross of California HMO/POS In Net OP Rate,Blue Cross of California HMO/POS/PPO** IP Rate,Blue Cross of California HMO/POS/PPO** OP Rate,Blue Cross of California PPO/POS Out Net IP Rate,Blue Cross of California PPO/POS Out Net OP Rate,Blue Shield of California HMO/POS/PPO** IP Rate,Blue Shield of California HMO/POS/PPO** OP Rate,CalOPTIMA Direct IP Rate,CalOPTIMA Direct OP Rate,  CalOPTIMA Direct Medi-Cal Expansion IP Rate,  CalOPTIMA Direct Medi-Cal Expansion OP Rate,  CalOPTIMA OneCare IP Rate,  CalOPTIMA OneCare OP Rate,  Family Choice (Fountain Valley Reg Hosp) Medi-Cal/CalOPTIMA IP Rate,CHOC Health Alliance Medi-Cal/CalOPTIMA IP Rate,CHOC Health Alliance Medi-Cal/CalOPTIMA OP Rate,CHOC Physicians Network (CPN) Medi-Cal/CalOPTIMA/Healthy Familie IP Rate,CHOC Physicians Network (CPN) Medi-Cal/CalOPTIMA/Healthy Familie OP Rate,Cigna EPO/PPO** IP Rate,Cigna EPO/PPO** OP Rate,Cigna Healthcare of California HMO/POS In Net IP Rate,Cigna Healthcare of California HMO/POS In Net OP Rate,  Family Choice (Fountain Valley Reg Hosp) Medi-Cal/CalOPTIMA OP Rate,Health Net PPO/POS Out Net** IP Rate,Health Net PPO/POS Out Net** OP Rate,  Humana ChoiceCare PPO IP Rate,  Humana ChoiceCare PPO OP Rate,Inland Empire Health Plan Medi-Cal IP Rate,Inland Empire Health Plan Medi-Cal OP Rate,  Interplan Corporation PPO IP Rate,  Interplan Corporation PPO OP Rate,  La Salle Medical Associates HMO/POS In Net IP Rate,  La Salle Medical Associates HMO/POS In Net OP Rate,  Medi-Cal Out of County-LA Care IP Rate,  Medi-Cal Out of County-LA Care OP Rate,  Molina Medi-Cal IP Rate,  Molina Medi-Cal OP Rate,  Monarch Health Plan/Medi-Cal/Cal Optima IP Rate,  Monarch Health Plan/Medi-Cal/Cal Optima OP Rate,  MultiPlan PPO IP Rate,  MultiPlan PPO OP Rate,  National Provider Network PPO IP Rate,  National Provider Network PPO OP Rate,  PPO NEXT PPO IP Rate,  PPO NEXT PPO OP Rate,  Prospect Medical and Its Affiliated Medical Groups IP Rate,  Prospect Medical and Its Affiliated Medical Groups OP Rate,  State of CA Medical Assistance Commission CCS/Medi-Cal IP Rate,  State of CA Medical Assistance Commission CCS/Medi-Cal OP Rate,  Three Rivers Provider Network (TRPN) PPO IP Rate,  Three Rivers Provider Network (TRPN) PPO OP Rate,  UCI Medical Group HMO/POS in Net IP Rate,  UCI Medical Group HMO/POS in Net OP Rate,UnitedHealthcare HMO/POS In Net IP Rate,UnitedHealthcare HMO/POS In Net OP Rate,UnitedHealthcare PPO/POS Out Net IP Rate,UnitedHealthcare PPO/POS Out Net OP Rate,  USA Health Network PPO IP Rate,  USA Health Network PPO OP Rate
CDM,6678049,PLT BN MNDB IPS CUSTOM RECON[60-000-64-09],,,,,278,,"$29,450.00","$29,450.00","$5,852.00","$29,450.00",,"$14,872.25",,"$17,670.00",,"$23,560.00",,"$16,969.09",,"$5,852.00",,"$16,969.09",,"$29,450.00",,,,,,,,,,,,,,,"$14,725.00",,,"$14,047.65",,"$23,560.00",,,,"$23,560.00",,"$19,142.50",,,,,,,,"$23,560.00",,"$25,032.50",,"$23,560.00",,"$16,197.50",,,,"$26,505.00",,"$19,142.50",,"$13,438.04",,"$13,438.04",,"$25,032.50"
CDM,6678155,VALVE TRANSCATH SAPIEN 3 23MM[9600CM23A],,,,,278,,"$84,500.00","$84,500.00","$5,852.00","$84,500.00",,"$42,672.50",,"$50,700.00",,"$67,600.00",,"$48,688.90",,"$5,852.00",,"$48,688.90",,"$84,500.00",,,,,,,,,,,,,,,"$42,250.00",,,"$40,306.50",,"$67,600.00",,,,"$67,600.00",,"$54,925.00",,,,,,,,"$67,600.00",,"$71,825.00",,"$67,600.00",,"$46,475.00",,,,"$76,050.00",,"$54,925.00",,"$38,557.35",,"$38,557.35",,"$71,825.00"
CDM,6678759,PLT BN CRANIAL CST SM CLEARFIT[171710],,,,,278,,"$24,800.00","$24,800.00","$5,852.00","$24,800.00",,"$12,524.00",,"$14,880.00",,"$19,840.00",,"$14,289.76",,"$5,852.00",,"$14,289.76",,"$24,800.00",,,,,,,,,,,,,,,"$12,400.00",,,"$11,829.60",,"$19,840.00",,,,"$19,840.00",,"$16,120.00",,,,,,,,"$19,840.00",,"$21,080.00",,"$19,840.00",,"$13,640.00",,,,"$22,320.00",,"$16,120.00",,"$11,316.24",,"$11,316.24",,"$21,080.00"
CDM,6678931,CATH MICR ANGLD 130X20CM RENGD[M001181330],,,,,278,,"$2,368.80","$2,368.80","$1,129.92","$2,368.80",,"$1,231.78",,"$1,421.28",,"$1,895.04",,"$1,706.01",,"$1,942.42",,"$1,706.01",,"$2,368.80",,,,,,,,,,,,,,,"$1,539.72",,,"$1,129.92",,"$1,895.04",,,,"$1,895.04",,"$1,539.72",,,,,,,,"$1,895.04",,"$2,013.48",,"$1,895.04",,"$1,302.84",,,,"$2,131.92",,"$1,539.72",,"$1,362.06",,"$1,362.06",,"$2,013.48"
CDM,6678932,STNT RESOLUTE ONYX 3.5MMX22MM[RONYX35022UX],,,,,278,,"$13,282.50","$13,282.50","$5,852.00","$13,282.50",,"$6,707.66",,"$7,969.50",,"$10,626.00",,"$7,653.38",,"$5,852.00",,"$7,653.38",,"$13,282.50",,,,,,,,,,,,,,,"$6,641.25",,,"$6,335.75",,"$10,626.00",,,,"$10,626.00",,"$8,633.63",,,,,,,,"$10,626.00",,"$11,290.13",,"$10,626.00",,"$7,305.38",,,,"$11,954.25",,"$8,633.63",,"$6,060.80",,"$6,060.80",,"$11,290.13"
CDM,6678933,STNT RESOLUTE ONYX 3.5MMX1.5MM[RONYX35015UX],,,,,278,,"$13,282.50","$13,282.50","$5,852.00","$13,282.50",,"$6,707.66",,"$7,969.50",,"$10,626.00",,"$7,653.38",,"$5,852.00",,"$7,653.38",,"$13,282.50",,,,,,,,,,,,,,,"$6,641.25",,,"$6,335.75",,"$10,626.00",,,,"$10,626.00",,"$8,633.63",,,,,,,,"$10,626.00",,"$11,290.13",,"$10,626.00",,"$7,305.38",,,,"$11,954.25",,"$8,633.63",,"$6,060.80",,"$6,060.80",,"$11,290.13"
CDM,6679006,CATH GLDPTH 7.5FR STSTDKT 12CM[5373120],,,,,278,,"$2,728.50","$2,728.50","$1,301.49","$2,728.50",,"$1,418.82",,"$1,637.10",,"$2,182.80",,"$1,965.07",,"$2,237.37",,"$1,965.07",,"$2,728.50",,,,,,,,,,,,,,,"$1,773.53",,,"$1,301.49",,"$2,182.80",,,,"$2,182.80",,"$1,773.53",,,,,,,,"$2,182.80",,"$2,319.23",,"$2,182.80",,"$1,500.68",,,,"$2,455.65",,"$1,773.53",,"$1,568.89",,"$1,568.89",,"$2,319.23"
CDM,6679063,SCR LVL 1 MXDRV 2.0X15MM TI[25-882-15-91],,,,,278,,$686.20,$686.20,$327.32,$686.20,,$356.82,,$411.72,,$548.96,,$494.20,,$562.68,,$494.20,,$686.20,,,,,,,,,,,,,,,$446.03,,,$327.32,,$548.96,,,,$548.96,,$446.03,,,,,,,,$548.96,,$583.27,,$548.96,,$377.41,,,,$617.58,,$446.03,,$394.56,,$394.56,,$583.27
CDM,6679067,STEM FEMORAL STRT CEM 9X102MM[6485-3-009],,,,,278,,"$18,161.64","$18,161.64","$5,852.00","$18,161.64",,"$9,171.63",,"$10,896.98",,"$14,529.31",,"$10,464.74",,"$5,852.00",,"$10,464.74",,"$18,161.64",,,,,,,,,,,,,,,"$9,080.82",,,"$8,663.10",,"$14,529.31",,,,"$14,529.31",,"$11,805.07",,,,,,,,"$14,529.31",,"$15,437.39",,"$14,529.31",,"$9,988.90",,,,"$16,345.48",,"$11,805.07",,"$8,287.16",,"$8,287.16",,"$15,437.39"
CDM,6679068,COMP LIMB FEM DIST LT SM 65MM[6495-2-010],,,,,278,,"$29,249.43","$29,249.43","$5,852.00","$29,249.43",,"$14,770.96",,"$17,549.66",,"$23,399.54",,"$16,853.52",,"$5,852.00",,"$16,853.52",,"$29,249.43",,,,,,,,,,,,,,,"$14,624.72",,,"$13,951.98",,"$23,399.54",,,,"$23,399.54",,"$19,012.13",,,,,,,,"$23,399.54",,"$24,862.02",,"$23,399.54",,"$16,087.19",,,,"$26,324.49",,"$19,012.13",,"$13,346.51",,"$13,346.51",,"$24,862.02"
CDM,6679069,BSHNG LIMB SLVG FEM DIST SM[6495-2-105],,,,,278,,"$2,257.92","$2,257.92","$1,077.03","$2,257.92",,"$1,174.12",,"$1,354.75",,"$1,806.34",,"$1,626.15",,"$1,851.49",,"$1,626.15",,"$2,257.92",,,,,,,,,,,,,,,"$1,467.65",,,"$1,077.03",,"$1,806.34",,,,"$1,806.34",,"$1,467.65",,,,,,,,"$1,806.34",,"$1,919.23",,"$1,806.34",,"$1,241.86",,,,"$2,032.13",,"$1,467.65",,"$1,298.30",,"$1,298.30",,"$1,919.23"
CDM,6679070,AXLE TIBIAL SM DIST FEMORAL[6495-2-115],,,,,278,,"$5,849.45","$5,849.45","$2,669.10","$5,849.45",,"$2,953.97",,"$3,509.67",,"$4,679.56",,"$3,370.45",,"$4,796.55",,"$3,370.45",,"$5,849.45",,,,,,,,,,,,,,,"$2,924.72",,,"$2,790.19",,"$4,679.56",,,,"$4,679.56",,"$3,802.14",,,,,,,,"$4,679.56",,"$4,972.03",,"$4,679.56",,"$3,217.20",,,,"$5,264.51",,"$3,802.14",,"$2,669.10",,"$2,669.10",,"$4,972.03"
CDM,6679071,INSRT TIB XSM 3 DEG ROTATING[6481-2-133],,,,,278,,"$4,109.07","$4,109.07","$1,874.97","$4,109.07",,"$2,136.72",,"$2,465.44",,"$3,287.26",,"$2,959.35",,"$3,369.44",,"$2,959.35",,"$4,109.07",,,,,,,,,,,,,,,"$2,670.90",,,"$1,960.03",,"$3,287.26",,,,"$3,287.26",,"$2,670.90",,,,,,,,"$3,287.26",,"$3,492.71",,"$3,287.26",,"$2,259.99",,,,"$3,698.16",,"$2,670.90",,"$1,874.97",,"$1,874.97",,"$3,492.71"
CDM,6679072,INSRT TIB XSM KNEE HINGE 8MM[6485-2-008],,,,,278,,"$8,147.93","$8,147.93","$3,717.90","$8,147.93",,"$4,114.70",,"$4,888.76",,"$6,518.34",,"$4,694.84",,"$5,852.00",,"$4,694.84",,"$8,147.93",,,,,,,,,,,,,,,"$4,073.97",,,"$3,886.56",,"$6,518.34",,,,"$6,518.34",,"$5,296.15",,,,,,,,"$6,518.34",,"$6,925.74",,"$6,518.34",,"$4,481.36",,,,"$7,333.14",,"$5,296.15",,"$3,717.90",,"$3,717.90",,"$6,925.74"
CDM,6679073,COMP TIBIAL XSM-XL DIST POLY[6481-2-103],,,,,278,,"$14,922.22","$14,922.22","$5,852.00","$14,922.22",,"$7,535.72",,"$8,953.33",,"$11,937.78",,"$8,598.18",,"$5,852.00",,"$8,598.18",,"$14,922.22",,,,,,,,,,,,,,,"$7,461.11",,,"$7,117.90",,"$11,937.78",,,,"$11,937.78",,"$9,699.44",,,,,,,,"$11,937.78",,"$12,683.89",,"$11,937.78",,"$8,207.22",,,,"$13,430.00",,"$9,699.44",,"$6,809.01",,"$6,809.01",,"$12,683.89"
CDM,6679074,STEM FEM STRT KNEE CEM 8X102MM[6485-3-008],,,,,278,,"$18,161.64","$18,161.64","$5,852.00","$18,161.64",,"$9,171.63",,"$10,896.98",,"$14,529.31",,"$10,464.74",,"$5,852.00",,"$10,464.74",,"$18,161.64",,,,,,,,,,,,,,,"$9,080.82",,,"$8,663.10",,"$14,529.31",,,,"$14,529.31",,"$11,805.07",,,,,,,,"$14,529.31",,"$15,437.39",,"$14,529.31",,"$9,988.90",,,,"$16,345.48",,"$11,805.07",,"$8,287.16",,"$8,287.16",,"$15,437.39"
CDM,6679075,NEURO STIMULATOR KT[RNS-320-K],,,,,278,,"$83,070.00","$83,070.00","$5,852.00","$83,070.00",,"$41,950.35",,"$49,842.00",,"$66,456.00",,"$47,864.93",,"$5,852.00",,"$47,864.93",,"$83,070.00",,,,,,,,,,,,,,,"$41,535.00",,,"$39,624.39",,"$66,456.00",,,,"$66,456.00",,"$53,995.50",,,,,,,,"$66,456.00",,"$70,609.50",,"$66,456.00",,"$45,688.50",,,,"$74,763.00",,"$53,995.50",,"$37,904.84",,"$37,904.84",,"$70,609.50"
CDM,6679076,LEAD STRIP CORTICAL 35CM KT[CL-335-10-K],,,,,278,,"$14,760.00","$14,760.00","$5,852.00","$14,760.00",,"$7,453.80",,"$8,856.00",,"$11,808.00",,"$8,504.71",,"$5,852.00",,"$8,504.71",,"$14,760.00",,,,,,,,,,,,,,,"$7,380.00",,,"$7,040.52",,"$11,808.00",,,,"$11,808.00",,"$9,594.00",,,,,,,,"$11,808.00",,"$12,546.00",,"$11,808.00",,"$8,118.00",,,,"$13,284.00",,"$9,594.00",,"$6,734.99",,"$6,734.99",,"$12,546.00"
CDM,6679077,LEAD STRIP CORTICAL 25CM KT[CL-325-10-K],,,,,278,,"$14,760.00","$14,760.00","$5,852.00","$14,760.00",,"$7,453.80",,"$8,856.00",,"$11,808.00",,"$8,504.71",,"$5,852.00",,"$8,504.71",,"$14,760.00",,,,,,,,,,,,,,,"$7,380.00",,,"$7,040.52",,"$11,808.00",,,,"$11,808.00",,"$9,594.00",,,,,,,,"$11,808.00",,"$12,546.00",,"$11,808.00",,"$8,118.00",,,,"$13,284.00",,"$9,594.00",,"$6,734.99",,"$6,734.99",,"$12,546.00"
CDM,6679324,OCLR CARDIOFORM ASD 32MM 10FR[ASD32A],,,,,278,,"$24,524.10","$24,524.10","$5,852.00","$24,524.10",,"$12,384.67",,"$14,714.46",,"$19,619.28",,"$14,130.79",,"$5,852.00",,"$14,130.79",,"$24,524.10",,,,,,,,,,,,,,,"$12,262.05",,,"$11,698.00",,"$19,619.28",,,,"$19,619.28",,"$15,940.67",,,,,,,,"$19,619.28",,"$20,845.49",,"$19,619.28",,"$13,488.26",,,,"$22,071.69",,"$15,940.67",,"$11,190.35",,"$11,190.35",,"$20,845.49"
CDM,6679325,OCLR CARDIOFORM ASD 37MM 10FR[ASD37A],,,,,278,,"$24,524.10","$24,524.10","$5,852.00","$24,524.10",,"$12,384.67",,"$14,714.46",,"$19,619.28",,"$14,130.79",,"$5,852.00",,"$14,130.79",,"$24,524.10",,,,,,,,,,,,,,,"$12,262.05",,,"$11,698.00",,"$19,619.28",,,,"$19,619.28",,"$15,940.67",,,,,,,,"$19,619.28",,"$20,845.49",,"$19,619.28",,"$13,488.26",,,,"$22,071.69",,"$15,940.67",,"$11,190.35",,"$11,190.35",,"$20,845.49"
CDM,6679723,ROD CROSSLINK SM .06MM DISTNCS[B022366010],,,,,278,,"$4,863.30","$4,863.30","$2,219.12","$4,863.30",,"$2,528.92",,"$2,917.98",,"$3,890.64",,"$2,802.23",,"$3,987.91",,"$2,802.23",,"$4,863.30",,,,,,,,,,,,,,,"$2,431.65",,,"$2,319.79",,"$3,890.64",,,,"$3,890.64",,"$3,161.15",,,,,,,,"$3,890.64",,"$4,133.81",,"$3,890.64",,"$2,674.82",,,,"$4,376.97",,"$3,161.15",,"$2,219.12",,"$2,219.12",,"$4,133.81"
CDM,6679724,PLT BN SS LT CNTR THRD CLVL[AR-2655CL],,,,,278,,"$5,285.25","$5,285.25","$2,411.66","$5,285.25",,"$2,748.33",,"$3,171.15",,"$4,228.20",,"$3,045.36",,"$4,333.90",,"$3,045.36",,"$5,285.25",,,,,,,,,,,,,,,"$2,642.63",,,"$2,521.06",,"$4,228.20",,,,"$4,228.20",,"$3,435.41",,,,,,,,"$4,228.20",,"$4,492.46",,"$4,228.20",,"$2,906.89",,,,"$4,756.73",,"$3,435.41",,"$2,411.66",,"$2,411.66",,"$4,492.46"
CDM,6679726,VLV HRT TRNSCTH SAPIEN 3 26MM[9600CM26A],,,,,278,,"$84,500.00","$84,500.00","$5,852.00","$84,500.00",,"$42,672.50",,"$50,700.00",,"$67,600.00",,"$48,688.90",,"$5,852.00",,"$48,688.90",,"$84,500.00",,,,,,,,,,,,,,,"$42,250.00",,,"$40,306.50",,"$67,600.00",,,,"$67,600.00",,"$54,925.00",,,,,,,,"$67,600.00",,"$71,825.00",,"$67,600.00",,"$46,475.00",,,,"$76,050.00",,"$54,925.00",,"$38,557.35",,"$38,557.35",,"$71,825.00"
CDM,6680109,DEFIB MOMENTUM EL  IS-1/DF 1[D121],,,,,278,,"$59,163.00","$59,163.00","$5,852.00","$59,163.00",,"$29,877.31",,"$35,497.80",,"$47,330.40",,"$34,089.72",,"$5,852.00",,"$34,089.72",,"$59,163.00",,,,,,,,,,,,,,,"$29,581.50",,,"$28,220.75",,"$47,330.40",,,,"$47,330.40",,"$38,455.95",,,,,,,,"$47,330.40",,"$50,288.55",,"$47,330.40",,"$32,539.65",,,,"$53,246.70",,"$38,455.95",,"$26,996.08",,"$26,996.08",,"$50,288.55"
CDM,6680110,MONITOR CARDIAC LUX-DX INSERT[M301],,,,,278,,"$25,885.00","$25,885.00","$5,852.00","$25,885.00",,"$13,071.92",,"$15,531.00",,"$20,708.00",,"$14,914.94",,"$5,852.00",,"$14,914.94",,"$25,885.00",,,,,,,,,,,,,,,"$12,942.50",,,"$12,347.15",,"$20,708.00",,,,"$20,708.00",,"$16,825.25",,,,,,,,"$20,708.00",,"$22,002.25",,"$20,708.00",,"$14,236.75",,,,"$23,296.50",,"$16,825.25",,"$11,811.33",,"$11,811.33",,"$22,002.25"
CDM,6680409,COIL HELICAL NANO TRGT 1MMX1CM[543101],,,,,278,,"$6,525.00","$6,525.00","$2,977.36","$6,525.00",,"$3,295.13",,"$3,915.00",,"$5,220.00",,"$3,759.70",,"$5,350.50",,"$3,759.70",,"$6,525.00",,,,,,,,,,,,,,,"$3,262.50",,,"$3,112.43",,"$5,220.00",,,,"$5,220.00",,"$4,241.25",,,,,,,,"$5,220.00",,"$5,546.25",,"$5,220.00",,"$3,588.75",,,,"$5,872.50",,"$4,241.25",,"$2,977.36",,"$2,977.36",,"$5,546.25"
CDM,6681138,IMP BRST GEL SMTH RND LW 250CC[10610-250LP],,,,,278,,"$4,335.00","$4,335.00","$1,978.06","$4,335.00",,"$2,254.20",,"$2,601.00",,"$3,468.00",,"$3,122.07",,"$3,554.70",,"$3,122.07",,"$4,335.00",,,,,,,,,,,,,,,"$2,817.75",,,"$2,067.80",,"$3,468.00",,,,"$3,468.00",,"$2,817.75",,,,,,,,"$3,468.00",,"$3,684.75",,"$3,468.00",,"$2,384.25",,,,"$3,901.50",,"$2,817.75",,"$1,978.06",,"$1,978.06",,"$3,684.75"
CDM,6682273,COIL HELIX BARE AXIUM 1MMX1CM[APB-1-1-HX-ES],,,,,278,,"$6,372.75","$6,372.75","$2,907.89","$6,372.75",,"$3,218.24",,"$3,823.65",,"$5,098.20",,"$3,671.98",,"$5,225.65",,"$3,671.98",,"$6,372.75",,,,,,,,,,,,,,,"$3,186.38",,,"$3,039.80",,"$5,098.20",,,,"$5,098.20",,"$4,142.29",,,,,,,,"$5,098.20",,"$5,416.84",,"$5,098.20",,"$3,505.01",,,,"$5,735.48",,"$4,142.29",,"$2,907.89",,"$2,907.89",,"$5,416.84"
CDM,6682274,COIL AXM3D XSFT PRIME 2MMX4CM[APB-2-4-3D-ES],,,,,278,,"$8,159.00","$8,159.00","$3,722.95","$8,159.00",,"$4,120.30",,"$4,895.40",,"$6,527.20",,"$4,701.22",,"$5,852.00",,"$4,701.22",,"$8,159.00",,,,,,,,,,,,,,,"$4,079.50",,,"$3,891.84",,"$6,527.20",,,,"$6,527.20",,"$5,303.35",,,,,,,,"$6,527.20",,"$6,935.15",,"$6,527.20",,"$4,487.45",,,,"$7,343.10",,"$5,303.35",,"$3,722.95",,"$3,722.95",,"$6,935.15"
CDM,6682275,COIL AXM3D XSFT PRIME 1MMX2CM[APB-1-2-3D-ES],,,,,278,,"$8,159.00","$8,159.00","$3,722.95","$8,159.00",,"$4,120.30",,"$4,895.40",,"$6,527.20",,"$4,701.22",,"$5,852.00",,"$4,701.22",,"$8,159.00",,,,,,,,,,,,,,,"$4,079.50",,,"$3,891.84",,"$6,527.20",,,,"$6,527.20",,"$5,303.35",,,,,,,,"$6,527.20",,"$6,935.15",,"$6,527.20",,"$4,487.45",,,,"$7,343.10",,"$5,303.35",,"$3,722.95",,"$3,722.95",,"$6,935.15"
CDM,6682276,COIL AXM3D XSFT PRIME 2MMX2CM[APB-2-2-3D-ES],,,,,278,,"$8,159.00","$8,159.00","$3,722.95","$8,159.00",,"$4,120.30",,"$4,895.40",,"$6,527.20",,"$4,701.22",,"$5,852.00",,"$4,701.22",,"$8,159.00",,,,,,,,,,,,,,,"$4,079.50",,,"$3,891.84",,"$6,527.20",,,,"$6,527.20",,"$5,303.35",,,,,,,,"$6,527.20",,"$6,935.15",,"$6,527.20",,"$4,487.45",,,,"$7,343.10",,"$5,303.35",,"$3,722.95",,"$3,722.95",,"$6,935.15"
CDM,6682277,COIL AXM3D XSFT PRIME 2MMX3CM[APB-2-3-3D-ES],,,,,278,,"$8,159.00","$8,159.00","$3,722.95","$8,159.00",,"$4,120.30",,"$4,895.40",,"$6,527.20",,"$4,701.22",,"$5,852.00",,"$4,701.22",,"$8,159.00",,,,,,,,,,,,,,,"$4,079.50",,,"$3,891.84",,"$6,527.20",,,,"$6,527.20",,"$5,303.35",,,,,,,,"$6,527.20",,"$6,935.15",,"$6,527.20",,"$4,487.45",,,,"$7,343.10",,"$5,303.35",,"$3,722.95",,"$3,722.95",,"$6,935.15"
CDM,6682386,PLT FEM LCP 6HL 4.5MM 211MM LT[242.106],,,,,278,,"$8,213.37","$8,213.37","$3,747.76","$8,213.37",,"$4,147.75",,"$4,928.02",,"$6,570.70",,"$4,732.54",,"$5,852.00",,"$4,732.54",,"$8,213.37",,,,,,,,,,,,,,,"$4,106.69",,,"$3,917.78",,"$6,570.70",,,,"$6,570.70",,"$5,338.69",,,,,,,,"$6,570.70",,"$6,981.36",,"$6,570.70",,"$4,517.35",,,,"$7,392.03",,"$5,338.69",,"$3,747.76",,"$3,747.76",,"$6,981.36"
CDM,6682387,SCR CANN LCKING 5.0MM X 40MM[02.205.040],,,,,278,,"$1,524.54","$1,524.54",$727.21,"$1,524.54",,$792.76,,$914.72,,"$1,219.63",,"$1,097.97",,"$1,250.12",,"$1,097.97",,"$1,524.54",,,,,,,,,,,,,,,$990.95,,,$727.21,,"$1,219.63",,,,"$1,219.63",,$990.95,,,,,,,,"$1,219.63",,"$1,295.86",,"$1,219.63",,$838.50,,,,"$1,372.09",,$990.95,,$876.61,,$876.61,,"$1,295.86"
CDM,6682388,SCR CANN CONICAL 7.3MMX85MM[02.207.285],,,,,278,,"$2,020.48","$2,020.48",$963.77,"$2,020.48",,"$1,050.65",,"$1,212.29",,"$1,616.38",,"$1,455.15",,"$1,656.79",,"$1,455.15",,"$2,020.48",,,,,,,,,,,,,,,"$1,313.31",,,$963.77,,"$1,616.38",,,,"$1,616.38",,"$1,313.31",,,,,,,,"$1,616.38",,"$1,717.41",,"$1,616.38",,"$1,111.26",,,,"$1,818.43",,"$1,313.31",,"$1,161.78",,"$1,161.78",,"$1,717.41"
CDM,6682389,SCR BN CORTX LP TM SS 2.7X12MM[AR-8827-12],,,,,278,,$425.70,$425.70,$203.06,$425.70,,$221.36,,$255.42,,$340.56,,$306.59,,$349.07,,$306.59,,$425.70,,,,,,,,,,,,,,,$276.70,,,$203.06,,$340.56,,,,$340.56,,$276.71,,,,,,,,$340.56,,$361.85,,$340.56,,$234.14,,,,$383.13,,$276.71,,$244.78,,$244.78,,$361.85
CDM,6682390,SCR BN LCKING LP SS 2.7X20MM[AR-8827L-20],,,,,278,,"$1,006.50","$1,006.50",$480.10,"$1,006.50",,$523.38,,$603.90,,$805.20,,$724.88,,$825.33,,$724.88,,"$1,006.50",,,,,,,,,,,,,,,$654.23,,,$480.10,,$805.20,,,,$805.20,,$654.23,,,,,,,,$805.20,,$855.53,,$805.20,,$553.58,,,,$905.85,,$654.23,,$578.74,,$578.74,,$855.53
CDM,6682391,SCR BN LCKING LP SS 2.7X22MM[AR-8827L-22],,,,,278,,"$1,006.50","$1,006.50",$480.10,"$1,006.50",,$523.38,,$603.90,,$805.20,,$724.88,,$825.33,,$724.88,,"$1,006.50",,,,,,,,,,,,,,,$654.23,,,$480.10,,$805.20,,,,$805.20,,$654.23,,,,,,,,$805.20,,$855.53,,$805.20,,$553.58,,,,$905.85,,$654.23,,$578.74,,$578.74,,$855.53
CDM,6684065,LENS IOL ULTRASERT 6M 13M 18.5[AU00T0V185],,,,,278,,"$1,006.50","$1,006.50",$480.10,"$1,006.50",,$523.38,,$603.90,,$805.20,,$724.88,,$825.33,,$724.88,,"$1,006.50",,,,,,,,,,,,,,,$654.23,,,$480.10,,$805.20,,,,$805.20,,$654.23,,,,,,,,$805.20,,$855.53,,$805.20,,$553.58,,,,$905.85,,$654.23,,$578.74,,$578.74,,$855.53
CDM,6684089,SCR DUAL LD RED PED 05.5X45MM[B02515545],,,,,278,,"$4,156.50","$4,156.50","$1,896.61","$4,156.50",,"$2,161.38",,"$2,493.90",,"$3,325.20",,"$2,993.51",,"$3,408.33",,"$2,993.51",,"$4,156.50",,,,,,,,,,,,,,,"$2,701.72",,,"$1,982.65",,"$3,325.20",,,,"$3,325.20",,"$2,701.73",,,,,,,,"$3,325.20",,"$3,533.03",,"$3,325.20",,"$2,286.08",,,,"$3,740.85",,"$2,701.73",,"$1,896.61",,"$1,896.61",,"$3,533.03"
CDM,6684090,SCR DUAL LD RED PED 05.5X40MM[B02515540],,,,,278,,"$4,156.50","$4,156.50","$1,896.61","$4,156.50",,"$2,161.38",,"$2,493.90",,"$3,325.20",,"$2,993.51",,"$3,408.33",,"$2,993.51",,"$4,156.50",,,,,,,,,,,,,,,"$2,701.72",,,"$1,982.65",,"$3,325.20",,,,"$3,325.20",,"$2,701.73",,,,,,,,"$3,325.20",,"$3,533.03",,"$3,325.20",,"$2,286.08",,,,"$3,740.85",,"$2,701.73",,"$1,896.61",,"$1,896.61",,"$3,533.03"
CDM,6684091,SCR DUAL LD RED PED 05.5X35MM[B02515535],,,,,278,,"$4,156.50","$4,156.50","$1,896.61","$4,156.50",,"$2,161.38",,"$2,493.90",,"$3,325.20",,"$2,993.51",,"$3,408.33",,"$2,993.51",,"$4,156.50",,,,,,,,,,,,,,,"$2,701.72",,,"$1,982.65",,"$3,325.20",,,,"$3,325.20",,"$2,701.73",,,,,,,,"$3,325.20",,"$3,533.03",,"$3,325.20",,"$2,286.08",,,,"$3,740.85",,"$2,701.73",,"$1,896.61",,"$1,896.61",,"$3,533.03"
